Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2010051371740,11-May-10,5/1/10 9:24,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010051371748,11-May-10,5/10/10 14:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2010051371753,11-May-10,5/8/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051371754,11-May-10,5/5/10 18:07,BOS,Boston (Logan) International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010051371763,11-May-10,5/8/10 20:00,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051371765,11-May-10,5/6/10 20:00,JFK,John F. Kennedy International,British Airways  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051371770,11-May-10,5/3/10 0:00,BNA,Nashville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051371771,11-May-10,3/16/10 16:30,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Personal Injury,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2010051471776,11-May-10,4/25/10 0:00,PIT,Pittsburgh International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$0.00 ,Deny
2010051471777,11-May-10,3/23/10 6:20,LGA,LaGuardia ,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$34.24 ,Approve in Full
2010051471781,11-May-10,3/31/10 0:00,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,$95.00 ,Approve in Full
2010051471783,11-May-10,4/15/10 8:30,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,Clothing; Musical Instruments & Accessories,$0.00 ,Deny
2010051471796,11-May-10,3/24/10 12:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2010051471800,11-May-10,4/28/10 19:30,CMH,Port Columbus International,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Personal Electronics,-,-
2010051471802,11-May-10,4/9/10 14:00,ABQ,Albuquerque International Sunport Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051471805,11-May-10,5/4/10 9:15,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010051471807,11-May-10,3/26/10 17:00,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010051471818,11-May-10,4/14/10 6:30,HOU,William P. Hobby,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$0.00 ,Deny
2010051471819,11-May-10,3/26/10 0:00,TPA,Tampa International,Jet Blue,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2010051471829,11-May-10,4/21/10 0:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051771851,11-May-10,4/14/10 18:21,-,-,USAir  ,Passenger Property Loss,-,Cameras; Cosmetics & Grooming,-,-
2010051771853,11-May-10,4/24/10 11:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010051771855,11-May-10,1/17/10 12:29,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Household Items,$0.00 ,Deny
2010052872195,11-May-10,4/13/10 10:30,BOI,Boise Air Terminal/Gowen Field,-,Motor Vehicle,Motor Vehicle,-,$932.12 ,Approve in Full
2010060372346,11-May-10,4/12/10 7:20,SJU,Luis Munoz Marin International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2010040170311,12-May-10,3/8/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051171684,12-May-10,3/30/10 17:45,LAS,McCarran International,Delta Air Lines  ,Personal Injury,Checkpoint,-,$0.00 ,Deny
2010051171686,12-May-10,4/29/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051371767,12-May-10,5/1/10 0:00,DEN,Denver International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Household Items,$0.00 ,Deny
2010051371768,12-May-10,4/28/10 12:30,PBI,Palm Beach International,Continental Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2010051471773,12-May-10,5/4/10 9:55,AUS,Austin-Bergstrom International Airport,Continental Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$817.29 ,Approve in Full
2010051471774,12-May-10,5/8/10 11:00,LAX,Los Angeles International Airport ,Frontier Airlines,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051471775,12-May-10,5/4/10 9:30,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,$0.00 ,Deny
2010051471812,12-May-10,4/8/10 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010051471820,12-May-10,4/4/10 0:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051471822,12-May-10,5/7/10 14:00,IAH,Houston - George Bush Intercontinental Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2010051471825,12-May-10,5/8/10 15:30,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2010051471826,12-May-10,5/5/10 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency; Travel Accessories,$0.00 ,Deny
2010051771830,12-May-10,4/19/10 0:00,IPL,Imperial County Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051771835,12-May-10,5/9/10 10:00,PHX,Phoenix Sky Harbor International,-,Property Damage,Checkpoint,Cosmetics & Grooming,$39.17 ,Settle
2010051771838,12-May-10,4/24/10 11:30,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051771839,12-May-10,5/7/10 12:30,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2010051771844,12-May-10,4/26/10 0:00,PHX,Phoenix Sky Harbor International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051771845,12-May-10,5/1/10 13:30,SAN,San Diego International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$20.00 ,Approve in Full
2010051771847,12-May-10,4/30/10 6:40,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2010051771848,12-May-10,4/2/10 16:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051771850,12-May-10,5/1/10 16:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,-,-
2010051771860,12-May-10,5/5/10 0:00,PHX,Phoenix Sky Harbor International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2010051771862,12-May-10,4/18/10 0:00,ATW,Outagamie County,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051771869,12-May-10,3/15/10 10:30,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051771871,12-May-10,2/23/10 13:30,SJU,Luis Munoz Marin International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010051771874,12-May-10,5/1/10 23:56,LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051771877,12-May-10,5/11/10 7:15,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051771882,12-May-10,5/11/10 7:00,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Cosmetics & Grooming; Personal Electronics; Tools & Home Improvement Supplies,-,-
2010051871892,12-May-10,5/9/10 22:00,LAX,Los Angeles International Airport ,AirTran Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051871893,12-May-10,1/31/10 17:30,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010051871894,12-May-10,5/2/10 7:00,KOA,Kona International,Hawaiian Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010051871895,12-May-10,4/30/10 19:00,MRY,Monterey Peninsula Airport,Allegiant Air,Passenger Property Loss,Checkpoint,Clothing,$0.00 ,Deny
2010051871896,12-May-10,4/6/10 15:05,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$400.00 ,Approve in Full
2010051871899,12-May-10,3/20/10 0:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051871910,12-May-10,5/11/10 8:20,STL,Lambert St. Louis International,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2010051871914,12-May-10,4/23/10 6:30,PIT,Pittsburgh International Airport,-,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2010051871920,12-May-10,5/8/10 11:50,SNA,John Wayne,Continental Airlines  ,Property Damage,Checked Baggage,Clothing,$55.65 ,Settle
2010051871923,12-May-10,4/29/10 0:00,FWA,Ft. Wayne Municipal- Baer Field,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051871926,12-May-10,3/2/10 12:25,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Property Damage,Checkpoint,Travel Accessories,$162.96 ,Settle
2010060172239,12-May-10,4/28/10 11:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051971933,13-May-10,4/30/10 12:00,OGG,"Kahului-Maui, HI",Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Clothing,$696.00 ,Approve in Full
2010051271716,13-May-10,4/24/10 8:30,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2010051471798,13-May-10,4/23/10 6:00,HOU,William P. Hobby,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$0.00 ,Deny
2010051471801,13-May-10,4/4/10 0:00,PHX,Phoenix Sky Harbor International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$21.38 ,Approve in Full
2010051471804,13-May-10,5/6/10 11:30,LAX,Los Angeles International Airport ,Allegiant Air,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories,$0.00 ,Deny
2010051471810,13-May-10,4/25/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,$0.00 ,Deny
2010051471824,13-May-10,1/19/10 13:30,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$41.69 ,Approve in Full
2010051471827,13-May-10,5/2/10 0:00,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Cosmetics & Grooming; Medical/Science,$0.00 ,Deny
2010051471828,13-May-10,5/10/10 12:20,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00 ,Deny
2010051771875,13-May-10,4/23/10 17:00,PHL,Philadelphia International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051771880,13-May-10,4/15/10 15:05,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
2010051871905,13-May-10,4/25/10 15:56,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010051871906,13-May-10,4/11/10 18:55,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051871912,13-May-10,5/3/10 15:48,RSW,Southwest Florida International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$87.86 ,Approve in Full
2010051871913,13-May-10,4/29/10 0:00,MIA,Miami International Airport,Air France,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010051871915,13-May-10,5/6/10 11:00,AMA,Rick Husband Amarillo International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
2010051871921,13-May-10,4/29/10 14:35,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010051871927,13-May-10,5/4/10 9:30,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010051871928,13-May-10,5/4/10 15:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051971929,13-May-10,5/1/10 7:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2010051971930,13-May-10,4/6/10 4:30,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051971932,13-May-10,4/24/10 22:00,SHV,Shreveport Regional,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051971946,13-May-10,5/1/10 0:00,EWR,Newark International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051971961,13-May-10,5/4/10 0:00,MIA,Miami International Airport,Lan Airlines,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051971976,13-May-10,5/4/10 0:00,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010051971978,13-May-10,5/6/10 8:30,SNA,John Wayne,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2010052071979,13-May-10,4/30/10 0:00,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Medical/Science,$0.00 ,Deny
2010052071980,13-May-10,4/26/10 10:36,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010052071981,13-May-10,4/30/10 0:00,BNA,Nashville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$479.25 ,Settle
2010052071983,13-May-10,4/11/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010052071984,13-May-10,4/4/10 0:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Food & Drink,$0.00 ,Deny
2010052071985,13-May-10,4/22/10 19:12,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010052071987,13-May-10,4/28/10 17:30,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,283.42 ",Settle
2010052172036,13-May-10,5/10/10 0:00,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,$10.00 ,Approve in Full
2010050471474,14-May-10,3/12/10 0:00,SJC,Norman Y Mineta San Jose International,-,Passenger Property Loss,Other,-,$0.00 ,Deny
2010051371738,14-May-10,5/9/10 23:50,LFT,Lafayette Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00 ,Deny
2010051471815,14-May-10,3/28/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$79.00 ,Approve in Full
2010051771852,14-May-10,4/24/10 9:00,STL,Lambert St. Louis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,$48.50 ,Settle
2010051771856,14-May-10,5/5/10 10:30,TLH,Tallahassee Regional,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2010051771857,14-May-10,5/1/10 19:00,PHX,Phoenix Sky Harbor International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Audio/Video; Baggage/Cases/Purses,$0.00 ,Deny
2010051771858,14-May-10,4/7/10 16:38,DEN,Denver International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051771859,14-May-10,5/7/10 19:45,PHL,Philadelphia International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010051771861,14-May-10,5/4/10 8:41,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010051771863,14-May-10,4/9/10 12:15,PHL,Philadelphia International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051771865,14-May-10,5/4/10 0:00,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2010051771867,14-May-10,5/12/10 13:40,LAX,Los Angeles International Airport ,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,$818.00 ,Approve in Full
2010051771873,14-May-10,4/13/10 10:30,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,$80.00 ,Approve in Full
2010051771876,14-May-10,5/5/10 17:30,MIA,Miami International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010051771879,14-May-10,4/27/10 17:30,HNL,Honolulu International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2010051771881,14-May-10,1/4/10 7:47,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051771883,14-May-10,5/4/10 9:15,JAX,Jacksonville International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051771884,14-May-10,4/28/10 11:45,CPR,Natrona International,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Personal Accessories,$0.00 ,Deny
2010051771885,14-May-10,3/26/10 11:30,SFO,San Francisco International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2010051871886,14-May-10,5/6/10 13:00,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$151.31 ,Settle
2010051871888,14-May-10,5/2/10 9:30,GNV,Gainesville Regional,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051871891,14-May-10,4/21/10 0:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051971935,14-May-10,4/14/10 0:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$33.00 ,Approve in Full
2010051971936,14-May-10,5/2/10 8:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2010051971939,14-May-10,5/1/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010051971951,14-May-10,4/26/10 0:00,ORD,Chicago O'Hare International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010051971953,14-May-10,5/5/10 13:35,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Office Equipment & Supplies,$255.00 ,Approve in Full
2010051971960,14-May-10,4/19/10 6:00,SMF,Sacramento International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051971974,14-May-10,4/18/10 0:00,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,Clothing; Food & Drink; Household Items,$0.00 ,Deny
2010060172238,16-May-10,5/15/10 0:00,IND,Indianapolis International,Southwest Airlines  ,Property Damage,Checked Baggage,"Books, Magazines & Other; Travel Accessories",$0.00 ,Deny
2010052172006,17-May-10,5/5/10 16:45,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010042671181,17-May-10,3/13/10 10:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051171690,17-May-10,4/25/10 0:00,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010051471817,17-May-10,2/15/10 14:15,F,Foreign airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010051871898,17-May-10,5/11/10 0:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010051871900,17-May-10,5/5/10 14:00,RSW,Southwest Florida International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010051871901,17-May-10,5/9/10 19:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00 ,Deny
2010051871902,17-May-10,5/6/10 15:46,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010051871903,17-May-10,5/14/10 0:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010051871904,17-May-10,3/19/10 17:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010051871907,17-May-10,4/12/10 0:00,AUG,Augusta State Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010051871908,17-May-10,5/10/10 16:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches,-,-
2010051871909,17-May-10,5/3/10 13:30,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$50.28 ,Approve in Full
2010051871911,17-May-10,4/15/10 12:20,LAS,McCarran International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051871916,17-May-10,5/5/10 10:55,EUG,Eugene Airport/Mahlon Sweet Field,Horizon Air,Passenger Property Loss,Checked Baggage,Other,$27.00 ,Settle
2010051871917,17-May-10,2/12/10 12:00,DTW,Detroit Metropolitan Wayne County Airport,-,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2010051871919,17-May-10,5/13/10 9:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checkpoint,Cosmetics & Grooming; Jewelry & Watches,-,-
2010051871924,17-May-10,5/3/10 13:00,ISP,"Long Island McArthur, Islip",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2010051871925,17-May-10,5/14/10 0:00,ABQ,Albuquerque International Sunport Airport,Continental Airlines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2010051971934,17-May-10,3/29/10 0:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010051971938,17-May-10,3/31/10 18:55,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$0.00 ,Deny
2010051971942,17-May-10,5/1/10 0:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$29.99 ,Approve in Full
2010051971950,17-May-10,4/30/10 7:00,PHL,Philadelphia International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010051971957,17-May-10,4/29/10 16:20,DEN,Denver International Airport ,Frontier Airlines,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010051971959,17-May-10,4/8/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010051971962,17-May-10,5/13/10 7:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010051971963,17-May-10,5/4/10 22:33,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies; Other,$0.00 ,Deny
2010051971964,17-May-10,3/13/10 0:00,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency,$300.00 ,Approve in Full
2010051971966,17-May-10,5/15/10 10:00,SEA,Seattle-Tacoma International,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2010051971968,17-May-10,4/5/10 19:00,OAK,Metropolitan Oakland International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$152.59 ,Approve in Full
2010051971970,17-May-10,4/22/10 7:20,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2010051971971,17-May-10,2/15/10 0:00,FLL,Ft. Lauderdale-Hollywood International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010051971973,17-May-10,4/27/10 9:30,PBI,Palm Beach International,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2010051971975,17-May-10,4/23/10 12:00,MCO,Orlando International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010052071993,17-May-10,4/24/10 20:35,MSY,New Orleans International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010052072001,17-May-10,5/2/10 0:00,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
